boq_name,brand,catalogue_code_dynamic,category,countries,default_image,dimensions,height,hsn_code,id,images,is_preferred,item_class,item_name,item_type,length1,lwhd_metric,sku_id,sku_name,specifications,status,sub_category,t_metric,template_id,template_name,type,unit,vendor_catalogue_code_dynamic,vendor_catalogue_series_dynamic,width,us_dimensions,us_specifications,color,item_style,space_tag,theme,vendor_brand_dynamic,config,edge_banding_colors_dynamic,model_3d,outer_finishes_dynamic,td_document,Selling Price
2 Drawer Pedestal with Exposed Skirting - 680H,ELESTRO,,FURNITURE,IN,https://s3-dms-prod.flipspaces.app/b8d2a865-3907-4a57-baa6-667553082b56,500mm (L) x 450mm (W) x 680mm (H),680,847170,25b73a79-8a95-421d-ae22-c94330928970,"https://s3-dms-prod.flipspaces.app/11691c6b-988e-4f0a-bd4a-85f52b30ce14,https://s3-dms-prod.flipspaces.app/33165924-1096-4aff-a961-07eae48800b6,https://s3-dms-prod.flipspaces.app/e5d5dd4a-da76-47d3-8de4-225d29d9b582,https://s3-dms-prod.flipspaces.app/5a1e00e0-5181-4dc1-943b-6628eb94563d",TRUE,P1,STORAGE,product,500,mm,P-FUR-MOD-STO-565589,FURNITURE MODULAR FURNITURE STORAGE Exposed Skirting Pedestal ELESTRO 2 Drawer Pedestal with Exposed Skirting - 680H 500mm (L) x 450mm (W) x 680mm (H),"Free standing pedestal unit
  
  
  
  Structure made of PLPB , 18mm thickness
  
  
  
  Surface edge finished with 2mm thick edgebinder
  
  
  
  Multipurpose lock
  
  
  
  Standard drawer slides with surface mount handle
  
  
  
  Concealed castor wheels in the skirting space
  
  
  
  Gap of 15mm is maintained from FFL to skirting bottom surface",active,MODULAR FURNITURE,,e5244fba-ac99-4c95-b777-cd50235a45d1,P_FURNITURE_MODULAR FURNITURE_STORAGE,Exposed Skirting,NOS,,,450,"1'-8""(L) X 1'-6""(D) X 2'-3.2""(H)","Free standing pedestal unit
  
  
  
  Structure made of PLPB , 18mm thickness
  
  
  
  Surface edge finished with 2mm thick edgebinder
  
  
  
  Multipurpose lock
  
  
  
  Standard drawer slides with surface mount handle
  
  
  
  Concealed castor wheels in the skirting space
  
  
  
  Gap of 15mm is maintained from FFL to skirting bottom surface",,,,,,Pedestal,EDGE BANDING COLORS,fbc5ffbd-e398-42c7-aa8e-604e661efed8,PLPB,https://s3-dms-prod.flipspaces.app/05a1448a-038d-4d3b-a416-70befec5d11f,5000
"Flexi - Open Shelf Unit - type 3
  
  
  
  
  5 Tier, 2100H",ELESTRO,,FURNITURE,IN,https://s3-dms-prod.flipspaces.app/05075d36-e1ed-4cda-9203-f9cfadef86ab,1500mm (L) x 450mm (W) x 2100mm (H),2100,847170,243e86df-7452-46db-ba5c-ef3037c3fc41,"https://s3-dms-prod.flipspaces.app/b3d62cae-6823-43aa-b58b-2b7fc1680edc,https://s3-dms-prod.flipspaces.app/41afb85c-ef66-4941-8e81-54d4c99de543,https://s3-dms-prod.flipspaces.app/4e539a87-7abe-4a6d-9fe0-1ecc099aa88c,https://s3-dms-prod.flipspaces.app/87c3beb9-9232-4f19-a188-b506da07d227,https://s3-dms-prod.flipspaces.app/26a5064c-c23b-47eb-a080-d66a9462de20,https://s3-dms-prod.flipspaces.app/bd548d4d-0ad1-4792-859c-30c66f9c3b8b",TRUE,P1,STORAGE,product,1500,mm,P-FUR-MOD-STO-262641,"FURNITURE MODULAR FURNITURE STORAGE Open Shelf Unit Multifunctional Units ELESTRO Flexi - Open Shelf Unit - type 3 5 Tier, 2100H 1500mm (L) x 450mm (W) x 2100mm (H)","Floor mounted storage unit
  
  
  
  
  Structure made of PLPB , 18mm thickness
  
  
  
  
  Internal wooden shelves made of PLPB, 18mm thickness
  
  
  
  
  Internal wooden shelves are height adjustable
  
  
  
  
  Unit finished with floor levelers / bush, as per floor site requirement
  
  
  
  
  Unit can be anchored aganist composite wall with an L Bracket",active,MODULAR FURNITURE,,e5244fba-ac99-4c95-b777-cd50235a45d1,P_FURNITURE_MODULAR FURNITURE_STORAGE,Open Shelf Unit,NOS,,,450,"5'-0""(L) X 1'-6""(D) X 7'-0""(H)","Floor mounted storage unit
  
  
  
  
  Structure made of PLPB , 18mm thickness
  
  
  
  
  Internal wooden shelves made of PLPB, 18mm thickness
  
  
  
  
  Internal wooden shelves are height adjustable
  
  
  
  
  Unit finished with floor levelers / bush, as per floor site requirement
  
  
  
  
  Unit can be anchored aganist composite wall with an L Bracket",,,,,,Multifunctional Units,EDGE BANDING COLORS,579b2e3f-6129-4f5e-9a29-52ac6eb272e9,PLPB,https://s3-dms-prod.flipspaces.app/503bc5d5-293d-4215-a172-0c88057aab6d,29994
"Flexi - Storage unit with 2 Full
  
  
  
  
  W.Hinged door - 1200H",ELESTRO,,FURNITURE,IN,https://s3-dms-prod.flipspaces.app/484314bc-4bda-4843-b41c-af0de426fb6e,1200mm (L) x 450mm (W) x 1200mm (H),1200,847170,243c5c30-9a49-4b03-830b-b8166c5a2d77,"https://s3-dms-prod.flipspaces.app/fdc95e08-3e18-4119-9481-9db1c3fdb51b,https://s3-dms-prod.flipspaces.app/3b8f2dad-a926-419f-a072-4763024d2d31,https://s3-dms-prod.flipspaces.app/a00e9dff-b333-4cdb-af7b-3edd39b2f266,https://s3-dms-prod.flipspaces.app/abd30ed8-c18e-4f62-a898-0647a27dc2c9,https://s3-dms-prod.flipspaces.app/9a59e26c-ca88-4b8c-ad27-0c28ab413a9e,https://s3-dms-prod.flipspaces.app/2fb8bcb0-33c0-4b2b-af48-fb0b536b724b,https://s3-dms-prod.flipspaces.app/02a9e0ce-1df4-431d-b4f6-729c916bec6f",TRUE,P1,STORAGE,product,1200,mm,P-FUR-MOD-STO-360177,FURNITURE MODULAR FURNITURE STORAGE Hinged Door - Full - Wood Multifunctional Units ELESTRO Flexi - Storage unit with 2 Full W.Hinged door - 1200H 1200mm (L) x 450mm (W) x 1200mm (H),"Floor mounted storage unit
  
  
  
  
  Structure made of PLPB , 18mm thickness
  
  
  
  
  Internal wooden shelf made of PLPB, 18mm thickness
  
  
  
  
  Internal wooden shelves are height adjustable
  
  
  
  
  Openable / Hinged wooden shutter with surface mount handle
  
  
  
  
  Standard full overlay hinges.
  
  
  
  
  Unit finished with floor levelers / bush, as per floor site requirement
  
  
  
  
  Unit can be anchored aganist composite wall with an L Bracket",active,MODULAR FURNITURE,,e5244fba-ac99-4c95-b777-cd50235a45d1,P_FURNITURE_MODULAR FURNITURE_STORAGE,Hinged Door - Full - Wood,NOS,,,450,"4'-0""(L) X 1'-6""(D) X 4'-0""(H)","Floor mounted storage unit
  
  
  
  
  Structure made of PLPB , 18mm thickness
  
  
  
  
  Internal wooden shelf made of PLPB, 18mm thickness
  
  
  
  
  Internal wooden shelves are height adjustable
  
  
  
  
  Openable / Hinged wooden shutter with surface mount handle
  
  
  
  
  Standard full overlay hinges.
  
  
  
  
  Unit finished with floor levelers / bush, as per floor site requirement
  
  
  
  
  Unit can be anchored aganist composite wall with an L Bracket",,,,,,Multifunctional Units,EDGE BANDING COLORS,dce9a4c3-c7db-48c0-994e-aa2212b10d00,PLPB,https://s3-dms-prod.flipspaces.app/b6fdc678-1470-444c-8e24-16f1377b5e50,13116
"Biophilia - Storage Unit with 5
  
  
  
  
  
  
  W.Hinged Door - 950H",ELESTRO,,FURNITURE,IN,https://s3-dms-prod.flipspaces.app/3a33a1ec-1cef-468f-90f3-7714ba17e9d7,1800mm (L) x 450mm (W) x 950mm (H),950,847170,23cdc2d5-9a97-4f2b-bb7d-eda710ab0b1d,"https://s3-dms-prod.flipspaces.app/8baf6929-515f-433d-8f65-c718d991cfcf,https://s3-dms-prod.flipspaces.app/4187873c-650c-449e-910e-3dc77894a867,https://s3-dms-prod.flipspaces.app/79fa76c0-026b-418a-a6ad-15c135b97d98,https://s3-dms-prod.flipspaces.app/9a39ebdd-eab9-4f77-8784-7ea723025fa8,https://s3-dms-prod.flipspaces.app/47b9401c-1987-4fd3-9ef7-6928836c883e,https://s3-dms-prod.flipspaces.app/4273297b-e05d-4b39-b140-4504e74570b0,https://s3-dms-prod.flipspaces.app/5387fa90-7c69-49de-aaae-6a5dc8ffc5f7",TRUE,P1,STORAGE,product,1800,mm,P-FUR-MOD-STO-210854,FURNITURE MODULAR FURNITURE STORAGE Recessed Handle - Hinged Door Planter Box Unit ELESTRO Biophilia - Storage Unit with 5 W.Hinged Door - 950H 1800mm (L) x 450mm (W) x 950mm (H),"Floor mounted storage unit
  
  
  
  
  
  
  Structure made of PLPB , 18mm thickness
  
  
  
  
  
  
  Internal wooden shelves made of PLPB, 18mm thickness
  
  
  
  
  
  
  Internal wooden shelves is height adjustable
  
  
  
  
  
  
  Openable / Hinged wooden shutter with recessed handle design
  
  
  
  
  
  
  Standard full overlay & half overlay hinges
  
  
  
  
  
  
  Unit finished with floor levelers / bush, as per floor site requirement
  
  
  
  
  
  
  Unit can be anchored aganist composite wall with an L Bracket
  
  
  
  
  
  
  Inbuilt planter storage, designed for artificial plant display",active,MODULAR FURNITURE,,e5244fba-ac99-4c95-b777-cd50235a45d1,P_FURNITURE_MODULAR FURNITURE_STORAGE,"Recessed Handle - 
  
  
  
  
  
  
  Hinged Door",NOS,,,450,"6'-0""(L) X 1'-6""(D) X 3'-1.5""(H)","Floor mounted storage unit
  
  
  
  
  
  
  Structure made of PLPB , 18mm thickness
  
  
  
  
  
  
  Internal wooden shelves made of PLPB, 18mm thickness
  
  
  
  
  
  
  Internal wooden shelves is height adjustable
  
  
  
  
  
  
  Openable / Hinged wooden shutter with recessed handle design
  
  
  
  
  
  
  Standard full overlay & half overlay hinges
  
  
  
  
  
  
  Unit finished with floor levelers / bush, as per floor site requirement
  
  
  
  
  
  
  Unit can be anchored aganist composite wall with an L Bracket
  
  
  
  
  
  
  Inbuilt planter storage, designed for artificial plant display",,,,,,Planter Box Unit,EDGE BANDING COLORS,3224a30f-ca19-45ee-a4c6-def780bea2e7,PLPB,https://s3-dms-prod.flipspaces.app/ea26fed9-44d6-4329-af43-dcb7f0bb23ec,15575
"Biophilia - Storage Unit with 3
  
  
  
  
  
  W.Hinged Door - 1250H",ELESTRO,,FURNITURE,IN,https://s3-dms-prod.flipspaces.app/3cf6f575-07a4-4546-b6d0-fa2979c61c8b,1200mm (L) x 450mm (W) x 1250mm (H),1250,847170,2232b477-3f3a-4ccc-8c15-7771edf93fda,"https://s3-dms-prod.flipspaces.app/4a74cf33-3db9-4245-9be5-32dab54bfbe5,https://s3-dms-prod.flipspaces.app/a8fd1f6f-2ca1-431c-96fa-76284dd5a779,https://s3-dms-prod.flipspaces.app/f55f4e47-d553-461c-9a9c-7064cc572937,https://s3-dms-prod.flipspaces.app/98475abe-aa15-4b93-99ee-913702bb6f40,https://s3-dms-prod.flipspaces.app/b6c9dd92-4665-4fcf-b8cd-5f56aa04dae9,https://s3-dms-prod.flipspaces.app/d6d7a798-1834-48db-878a-cb99a879212a,https://s3-dms-prod.flipspaces.app/6a0698f6-2f8f-4cf7-80ea-09ff1bf60d16",TRUE,P1,STORAGE,product,1200,mm,P-FUR-MOD-STO-413160,FURNITURE MODULAR FURNITURE STORAGE Surface Handle - Hinged Door Planter Box Unit ELESTRO Biophilia - Storage Unit with 3 W.Hinged Door - 1250H 1200mm (L) x 450mm (W) x 1250mm (H),"Floor mounted storage unit
  
  
  
  
  
  Structure made of PLPB , 18mm thickness
  
  
  
  
  
  Internal wooden shelves made of PLPB, 18mm thickness
  
  
  
  
  
  Internal wooden shelves is height adjustable
  
  
  
  
  
  Openable / Hinged wooden shutter with surface mount handle
  
  
  
  
  
  Standard full overlay & half overlay hinges
  
  
  
  
  
  Unit finished with floor levelers / bush, as per floor site requirement
  
  
  
  
  
  Unit can be anchored aganist composite wall with an L Bracket
  
  
  
  
  
  Inbuilt planter storage, designed for artificial plant display",active,MODULAR FURNITURE,,e5244fba-ac99-4c95-b777-cd50235a45d1,P_FURNITURE_MODULAR FURNITURE_STORAGE,"Surface Handle - 
  
  
  
  
  
  Hinged Door",NOS,,,450,"4'-0""(L) X 1'-6""(D) X 4'-1.5""(H)","Floor mounted storage unit
  
  
  
  
  
  Structure made of PLPB , 18mm thickness
  
  
  
  
  
  Internal wooden shelves made of PLPB, 18mm thickness
  
  
  
  
  
  Internal wooden shelves is height adjustable
  
  
  
  
  
  Openable / Hinged wooden shutter with surface mount handle
  
  
  
  
  
  Standard full overlay & half overlay hinges
  
  
  
  
  
  Unit finished with floor levelers / bush, as per floor site requirement
  
  
  
  
  
  Unit can be anchored aganist composite wall with an L Bracket
  
  
  
  
  
  Inbuilt planter storage, designed for artificial plant display",,,,,,Planter Box Unit,EDGE BANDING COLORS,8e6f9d45-3a68-451d-b7f5-21cd1ae0a8a1,PLPB,https://s3-dms-prod.flipspaces.app/231fde21-ffad-473d-8683-0853868b6086,13662
"Flexi - Storage unit with
  
  
  
  GL.Sliding door & 2 Drawer - 1050H",ELESTRO,,FURNITURE,IN,https://s3-dms-prod.flipspaces.app/8df25c99-055e-49e7-92e1-8cd101259f4b,900mm (L) x 450mm (W) x 1050mm (H),1050,847170,2204bda3-6f07-411b-b482-522036142800,"https://s3-dms-prod.flipspaces.app/f1b93428-1875-468b-81e7-437880f91183,https://s3-dms-prod.flipspaces.app/f216242a-88dc-4b5e-971b-7533ee124166,https://s3-dms-prod.flipspaces.app/16b2c85e-fed1-489a-a37d-76944540549f,https://s3-dms-prod.flipspaces.app/634b35e5-ce60-4746-a6d6-9670cff69f29,https://s3-dms-prod.flipspaces.app/9c788ded-ed15-4717-90cc-56cc589a4ee6,https://s3-dms-prod.flipspaces.app/e0a52537-acb9-4a99-91a5-2984332e1ae3",TRUE,P1,STORAGE,product,900,mm,P-FUR-MOD-STO-810718,FURNITURE MODULAR FURNITURE STORAGE Sliding Door - Glass Multifunctional Units ELESTRO Flexi - Storage unit with GL.Sliding door & 2 Drawer - 1050H 900mm (L) x 450mm (W) x 1050mm (H),"Floor mounted storage unit
  
  
  
  Structure made of PLPB , 18mm thickness
  
  
  
  Internal wooden shelves made of PLPB, 18mm thickness
  
  
  
  Internal wooden shelves are height adjustable
  
  
  
  Standard Inlay sliding mechanism
  
  
  
  Alu.shutter frame, finished with clear glass & surface mount handle
  
  
  
  Clear glass thickness 5 ~ 6 mm 
  
  
  
  Standard drawer slides with surface mount handle
  
  
  
  Unit finished with floor levelers / bush, as per floor site requirement
  
  
  
  Unit can be anchored aganist composite wall with an L Bracket",active,MODULAR FURNITURE,,e5244fba-ac99-4c95-b777-cd50235a45d1,P_FURNITURE_MODULAR FURNITURE_STORAGE,Sliding Door - Glass,SQFT,,,450,"3'-0""(L) X 1'-6""(D) X 3'-6""(H)","Floor mounted storage unit
  
  
  
  Structure made of PLPB , 18mm thickness
  
  
  
  Internal wooden shelves made of PLPB, 18mm thickness
  
  
  
  Internal wooden shelves are height adjustable
  
  
  
  Standard Inlay sliding mechanism
  
  
  
  Alu.shutter frame, finished with clear glass & surface mount handle
  
  
  
  Clear glass thickness 5 ~ 6 mm 
  
  
  
  Standard drawer slides with surface mount handle
  
  
  
  Unit finished with floor levelers / bush, as per floor site requirement
  
  
  
  Unit can be anchored aganist composite wall with an L Bracket",,,,,,Multifunctional Units,EDGE BANDING COLORS,c10fc6ea-2859-47de-be09-da5b6fdbd60a,PLPB,https://s3-dms-prod.flipspaces.app/fef36e5b-a983-444e-9389-12d939998acd,12652
"Flexi - Open Shelf Unit - type 1
  
  
  
  
  4 Tier, 1800H",ELESTRO,,FURNITURE,IN,https://s3-dms-prod.flipspaces.app/427ad3a4-269d-4f08-9ca0-0e3fbb1c8f51,600mm (L) x 450mm (W) x 1800mm (H),1800,847170,1e00b522-93a2-4e5c-94b0-76e34de1b707,"https://s3-dms-prod.flipspaces.app/d624775f-2305-423f-9675-8a502c620bd3,https://s3-dms-prod.flipspaces.app/275c7f0f-697d-40bb-b25d-72e1d0ad5529,https://s3-dms-prod.flipspaces.app/71bd3ebc-7af1-42db-8997-63658c4ab99c,https://s3-dms-prod.flipspaces.app/6afb26d7-5d51-48a7-87bf-2e50b68f9ce3,https://s3-dms-prod.flipspaces.app/e32c1872-e0e6-4894-8432-4a419edbff90",TRUE,P1,STORAGE,product,600,mm,P-FUR-MOD-STO-121557,"FURNITURE MODULAR FURNITURE STORAGE Open Shelf Unit Multifunctional Units ELESTRO Flexi - Open Shelf Unit - type 1 4 Tier, 1800H 600mm (L) x 450mm (W) x 1800mm (H)","Floor mounted storage unit
  
  
  
  
  Structure made of PLPB , 18mm thickness
  
  
  
  
  Internal wooden shelves made of PLPB, 18mm thickness
  
  
  
  
  Internal wooden shelves are height adjustable
  
  
  
  
  Unit finished with floor levelers / bush, as per floor site requirement
  
  
  
  
  Unit can be anchored aganist composite wall with an L Bracket",active,MODULAR FURNITURE,,e5244fba-ac99-4c95-b777-cd50235a45d1,P_FURNITURE_MODULAR FURNITURE_STORAGE,Open Shelf Unit,NOS,,,450,"2'-0""(L) X 1'-6""(D) X 6'-0""(H)","Floor mounted storage unit
  
  
  
  
  Structure made of PLPB , 18mm thickness
  
  
  
  
  Internal wooden shelves made of PLPB, 18mm thickness
  
  
  
  
  Internal wooden shelves are height adjustable
  
  
  
  
  Unit finished with floor levelers / bush, as per floor site requirement
  
  
  
  
  Unit can be anchored aganist composite wall with an L Bracket",,,,,,Multifunctional Units,EDGE BANDING COLORS,ca47efd3-36a2-499c-8095-cf81bce10298,PLPB,https://s3-dms-prod.flipspaces.app/3cf86bed-727b-46cc-91eb-bbe1c8acd357,10284
"Flexi - Storage unit with
  
  
  
  
  W.Sliding door & 2 Drawer - 1050H",ELESTRO,,FURNITURE,IN,https://s3-dms-prod.flipspaces.app/c83b3d2f-7523-429e-bd73-70095effb138,900mm (L) x 450mm (W) x 1050mm (H),1050,847170,1ddca587-72b4-4ca8-af39-5a1eff895a86,"https://s3-dms-prod.flipspaces.app/35921070-2b29-48a8-a66f-f75d6532cbb1,https://s3-dms-prod.flipspaces.app/40bfd8e3-2fb0-4632-81f3-450aea7afaed,https://s3-dms-prod.flipspaces.app/657888ac-3cc2-4cd5-86af-8d9096b3b717,https://s3-dms-prod.flipspaces.app/2b2b0e3e-5cb1-4fc1-916e-9adba7f8a4c4,https://s3-dms-prod.flipspaces.app/00d63d4d-279c-4c68-8423-9788fa9fc53f,https://s3-dms-prod.flipspaces.app/58d1b11e-022c-45f4-b9f3-47772207de41",TRUE,P1,STORAGE,product,900,mm,P-FUR-MOD-STO-385823,FURNITURE MODULAR FURNITURE STORAGE Sliding Door - Wood Multifunctional Units ELESTRO Flexi - Storage unit with W.Sliding door & 2 Drawer - 1050H 900mm (L) x 450mm (W) x 1050mm (H),"Floor mounted storage unit
  
  
  
  
  Structure made of PLPB , 18mm thickness
  
  
  
  
  Internal wooden shelves made of PLPB, 18mm thickness
  
  
  
  
  Internal wooden shelves are height adjustable
  
  
  
  
  Standard Inlay sliding mechanism
  
  
  
  
  Wooden shutter with surface mount handle
  
  
  
  
  Standard drawer slides with surface mount handle
  
  
  
  
  Unit finished with floor levelers / bush, as per floor site requirement
  
  
  
  
  Unit can be anchored aganist composite wall with an L Bracket",active,MODULAR FURNITURE,,e5244fba-ac99-4c95-b777-cd50235a45d1,P_FURNITURE_MODULAR FURNITURE_STORAGE,Sliding Door - Wood,NOS,,,450,"3'-0""(L) X 1'-6""(D) X 3'-6""(H)","Floor mounted storage unit
  
  
  
  
  Structure made of PLPB , 18mm thickness
  
  
  
  
  Internal wooden shelves made of PLPB, 18mm thickness
  
  
  
  
  Internal wooden shelves are height adjustable
  
  
  
  
  Standard Inlay sliding mechanism
  
  
  
  
  Wooden shutter with surface mount handle
  
  
  
  
  Standard drawer slides with surface mount handle
  
  
  
  
  Unit finished with floor levelers / bush, as per floor site requirement
  
  
  
  
  Unit can be anchored aganist composite wall with an L Bracket",,,,,,Multifunctional Units,EDGE BANDING COLORS,4be1e07b-763c-4241-bf9f-30a670c2840f,PLPB,https://s3-dms-prod.flipspaces.app/30d2e8a3-99f3-405c-ac22-c0a9790c1b1a,9992
"Flexi - Storage unit with 3 Half
  
  
  
  
  W.Hinged door - 1050H",ELESTRO,,FURNITURE,IN,https://s3-dms-prod.flipspaces.app/1ffddc98-5fab-4e9a-8cce-83c69915708a,1500mm (L) x 450mm (W) x 1050mm (H),1050,847170,1a57b763-18bf-4f43-bb12-cd64f82bbc6d,"https://s3-dms-prod.flipspaces.app/d0b3b941-d1c0-484a-9b43-bc5d91bc4894,https://s3-dms-prod.flipspaces.app/62241aad-fa9a-4064-8fc2-9a31e965e69a,https://s3-dms-prod.flipspaces.app/67ca7db8-34a7-4fd0-a73d-16d8c17497f7,https://s3-dms-prod.flipspaces.app/a72f70c3-d72a-479c-9c86-f887f40aba75,https://s3-dms-prod.flipspaces.app/ebd4fc8e-e3a5-4aba-aa6f-617bb4a4413e,https://s3-dms-prod.flipspaces.app/5e849de6-eb92-4118-b568-266bec28f10d,https://s3-dms-prod.flipspaces.app/07768909-274c-41c1-b6d9-fc3ce7216d66",TRUE,P1,STORAGE,product,1500,mm,P-FUR-MOD-STO-870411,FURNITURE MODULAR FURNITURE STORAGE Hinged Door - Half - Wood Multifunctional Units ELESTRO Flexi - Storage unit with 3 Half W.Hinged door - 1050H 1500mm (L) x 450mm (W) x 1050mm (H),"Floor mounted storage unit
  
  
  
  
  Structure made of PLPB , 18mm thickness
  
  
  
  
  Internal wooden shelf made of PLPB, 18mm thickness
  
  
  
  
  Internal wooden shelf is height adjustable
  
  
  
  
  Openable / Hinged wooden shutter with surface mount handle
  
  
  
  
  Standard full overlay & half overley hinges
  
  
  
  
  Unit finished with floor levelers / bush, as per floor site requirement
  
  
  
  
  Unit can be anchored aganist composite wall with an L Bracket",active,MODULAR FURNITURE,,e5244fba-ac99-4c95-b777-cd50235a45d1,P_FURNITURE_MODULAR FURNITURE_STORAGE,Hinged Door - Half - Wood,NOS,,,450,"5'-0""(L) X 1'-6""(D) X 3'-6""(H)","Floor mounted storage unit
  
  
  
  
  Structure made of PLPB , 18mm thickness
  
  
  
  
  Internal wooden shelf made of PLPB, 18mm thickness
  
  
  
  
  Internal wooden shelf is height adjustable
  
  
  
  
  Openable / Hinged wooden shutter with surface mount handle
  
  
  
  
  Standard full overlay & half overley hinges
  
  
  
  
  Unit finished with floor levelers / bush, as per floor site requirement
  
  
  
  
  Unit can be anchored aganist composite wall with an L Bracket",,,,,,Multifunctional Units,EDGE BANDING COLORS,c65c4708-5d45-4855-8d0f-e3d95441e020,PLPB,https://s3-dms-prod.flipspaces.app/492fd4b0-1fe5-45b3-bd2a-7c1688bd908d,14671
"Flexi - Storage unit with 2 Full
  
  
  
  
  W.Hinged door - 1200H",ELESTRO,,FURNITURE,IN,https://s3-dms-prod.flipspaces.app/022ff594-5804-4b4d-921f-6026271b3bcd,900mm (L) x 450mm (W) x 1200mm (H),1200,847170,1452326d-6c0d-4636-ad46-2eb0837c7ad8,"https://s3-dms-prod.flipspaces.app/f30e161f-52e7-4d08-8b87-41b01a24e28c,https://s3-dms-prod.flipspaces.app/8a37cbf0-5cf8-4ae8-89b3-77e1650b1eb3,https://s3-dms-prod.flipspaces.app/a3a22c83-f355-4b3b-aaa7-753eed9751a5,https://s3-dms-prod.flipspaces.app/dee2b7e2-e71c-4a87-949d-0b64341f7864,https://s3-dms-prod.flipspaces.app/1d67a0ba-d308-44dd-90c3-c9a1ac683436,https://s3-dms-prod.flipspaces.app/92cb4ab7-54a2-48a1-90ef-8e64665fc9f8,https://s3-dms-prod.flipspaces.app/1fc1620f-a868-4d4a-9ea4-e7ad09843b1f",TRUE,P1,STORAGE,product,900,mm,P-FUR-MOD-STO-444039,FURNITURE MODULAR FURNITURE STORAGE Hinged Door - Full - Wood Multifunctional Units ELESTRO Flexi - Storage unit with 2 Full W.Hinged door - 1200H 900mm (L) x 450mm (W) x 1200mm (H),"Floor mounted storage unit
  
  
  
  
  Structure made of PLPB , 18mm thickness
  
  
  
  
  Internal wooden shelf made of PLPB, 18mm thickness
  
  
  
  
  Internal wooden shelves are height adjustable
  
  
  
  
  Openable / Hinged wooden shutter with surface mount handle
  
  
  
  
  Standard full overlay hinges.
  
  
  
  
  Unit finished with floor levelers / bush, as per floor site requirement
  
  
  
  
  Unit can be anchored aganist composite wall with an L Bracket",active,MODULAR FURNITURE,,e5244fba-ac99-4c95-b777-cd50235a45d1,P_FURNITURE_MODULAR FURNITURE_STORAGE,Hinged Door - Full - Wood,NOS,,,450,"3'-0""(L) X 1'-6""(D) X 4'-0""(H)","Floor mounted storage unit
  
  
  
  
  Structure made of PLPB , 18mm thickness
  
  
  
  
  Internal wooden shelf made of PLPB, 18mm thickness
  
  
  
  
  Internal wooden shelves are height adjustable
  
  
  
  
  Openable / Hinged wooden shutter with surface mount handle
  
  
  
  
  Standard full overlay hinges.
  
  
  
  
  Unit finished with floor levelers / bush, as per floor site requirement
  
  
  
  
  Unit can be anchored aganist composite wall with an L Bracket",,,,,,Multifunctional Units,EDGE BANDING COLORS,4efc7f36-a988-433d-9de2-a8f9762df56b,PLPB,https://s3-dms-prod.flipspaces.app/2d4a6f0f-d3e7-4c69-9f61-55a9c395b137,9837
"Flexi - Storage unit with
  
  
  
  GL.Sliding door - 1050H",ELESTRO,,FURNITURE,IN,https://s3-dms-prod.flipspaces.app/9ef3bbba-2ae9-4f67-ac18-d7632eed3725,900mm (L) x 450mm (W) x 1050mm (H),1050,847170,1397fd54-e206-40a7-9c23-0e2fcda4a636,"https://s3-dms-prod.flipspaces.app/0c97c393-0da1-4c0c-b155-c3302cfedcd0,https://s3-dms-prod.flipspaces.app/a89eb370-6cbb-4088-8dfc-9c6eaf2c6a6f,https://s3-dms-prod.flipspaces.app/f2b79c2c-3067-47b1-a9f2-a279281055a2,https://s3-dms-prod.flipspaces.app/634b35e5-ce60-4746-a6d6-9670cff69f29,https://s3-dms-prod.flipspaces.app/9c788ded-ed15-4717-90cc-56cc589a4ee6,https://s3-dms-prod.flipspaces.app/dbe7ccd3-82c3-4a8b-80ad-0b6c645b8ade",TRUE,P1,STORAGE,product,900,mm,P-FUR-MOD-STO-151566,FURNITURE MODULAR FURNITURE STORAGE Sliding Door - Glass Multifunctional Units ELESTRO Flexi - Storage unit with GL.Sliding door - 1050H 900mm (L) x 450mm (W) x 1050mm (H),"Floor mounted storage unit
  
  
  
  Structure made of PLPB , 18mm thickness
  
  
  
  Internal wooden shelves made of PLPB, 18mm thickness
  
  
  
  Internal wooden shelves are height adjustable
  
  
  
  Standard Inlay sliding mechanism
  
  
  
  Alu.shutter frame, finished with clear glass & surface mount handle
  
  
  
  Clear glass thickness 5 ~ 6 mm 
  
  
  
  Unit finished with floor levelers / bush, as per floor site requirement
  
  
  
  Unit can be anchored aganist composite wall with an L Bracket",active,MODULAR FURNITURE,,e5244fba-ac99-4c95-b777-cd50235a45d1,P_FURNITURE_MODULAR FURNITURE_STORAGE,Sliding Door - Glass,SQFT,,,450,"3'-0""(L) X 1'-6""(D) X 3'-6""(H)","Floor mounted storage unit
  
  
  
  Structure made of PLPB , 18mm thickness
  
  
  
  Internal wooden shelves made of PLPB, 18mm thickness
  
  
  
  Internal wooden shelves are height adjustable
  
  
  
  Standard Inlay sliding mechanism
  
  
  
  Alu.shutter frame, finished with clear glass & surface mount handle
  
  
  
  Clear glass thickness 5 ~ 6 mm 
  
  
  
  Unit finished with floor levelers / bush, as per floor site requirement
  
  
  
  Unit can be anchored aganist composite wall with an L Bracket",,,,,,Multifunctional Units,EDGE BANDING COLORS,7986c67d-172f-41db-8041-8d0514485a63,PLPB,https://s3-dms-prod.flipspaces.app/fb53d9d3-20f7-4f76-9fcb-df975c33a004,12652
