boq_name,brand,catalogue_code_dynamic,category,color,countries,default_image,hsn_code,id,is_preferred,item_class,item_name,item_style,item_type,lwhd_metric,sku_id,sku_name,space_tag,specifications,status,sub_category,t_metric,template_id,template_name,theme,unit,us_specifications,images,catalogue_series_dynamic,diameter,dimensions,height,model_3d,length1,width,default_image_mobile,us_dimensions,vendor_brand_dynamic,vendor_catalogue_series_dynamic,thickness,length2,vendor_catalogue_code_dynamic,vendor_dynamic,config,model_no_dynamic,light_temperature_dynamic,product_color_dynamic,type,color_temperature_dynamic,diffuser_type_dynamic,Selling Price
FLOOR LAMP,ELESTRO,,LIGHTING,,US,https://s3-dms-prod.flipspaces.app/3881a9c0-bccc-4716-b0a1-e67dcbbc8478,940520,87aa3bb5-0adb-4930-ab5a-ab2e6fcc4d45,TRUE,P1,FLOOR LAMPS,,product,mm,P-LIG-DEC-FLO-148971,LIGHTING DECORATIVE LIGHTS FLOOR LAMPS ELESTRO FLOOR LAMP EL_MF 069_F MF0069 ELEK 1700mm (H) x 400mm (D),,"Glass: Ø200mm
 
 
 Cord length: 1800mm
 
 
 Socket type: US Polarized plug
 
 
 Switch location: On Cord
 
 
 Switch type: On/Off
 
 
 Materials: Steel, opal glass
 
 
 Finish: Hand Painted steel, opal glass
 
 
 Light source type: G45
 
 
 Bulb socket type: E26
 
 
 Input: 110VAC
 
 
 UL Certified: Yes",active,DECORATIVE LIGHTS,,df1a0510-2182-4eb7-8f34-3521f6f8b708,P_LIGHTING_DECORATIVE LIGHTS,,NOS,"Glass: Ø200mm
 
 
 Cord length: 1800mm
 
 
 Socket type: US Polarized plug
 
 
 Switch location: On Cord
 
 
 Switch type: On/Off
 
 
 Materials: Steel, opal glass
 
 
 Finish: Hand Painted steel, opal glass
 
 
 Light source type: G45
 
 
 Bulb socket type: E26
 
 
 Input: 110VAC
 
 
 UL Certified: Yes",https://s3-dms-prod.flipspaces.app/342e9e76-193b-419e-91f0-77f976c1fe3a,,400,1700mm (H) x 400mm (D),1700,,,,,1700mm (H) x 400mm (D),,ELEK,,,MF0069,,,EL_MF 069_F,,,,,,
TABLE LAMP,ELESTRO,,LIGHTING,,US,https://s3-dms-prod.flipspaces.app/54efa04d-eb16-4cc1-8618-f05d5ec7335c,940520,fd0e94b4-c6f5-47dc-9fa5-3a818f83fac0,TRUE,P1,TABLE LAMPS,,product,mm,P-LIG-DEC-TAB-232174,LIGHTING DECORATIVE LIGHTS TABLE LAMPS ELESTRO TABLE LAMP EL_WF 47_T WF0047 ELEK 300mm (L) x 300mm (W) x 650mm (H) x 300mm (D),,"Shade: Ø300 x H275mm
 
 
 Cord length: 1800mm
 
 
 Socket type: US Polarized plug
 
 
 Switch location: On Cord
 
 
 Switch type: On/Off
 
 
 Materials: Solid wood, Linen fabric, steel
 
 
 Finish: Powder coating, varnish
 
 
 Light source type: A60
 
 
 Bulb socket type: E26
 
 
 Input: 110VAC
 
 
 UL Certified: Yes",active,DECORATIVE LIGHTS,,df1a0510-2182-4eb7-8f34-3521f6f8b708,P_LIGHTING_DECORATIVE LIGHTS,,NOS,"Shade: Ø300 x H275mm
 
 
 Cord length: 1800mm
 
 
 Socket type: US Polarized plug
 
 
 Switch location: On Cord
 
 
 Switch type: On/Off
 
 
 Materials: Solid wood, Linen fabric, steel
 
 
 Finish: Powder coating, varnish
 
 
 Light source type: A60
 
 
 Bulb socket type: E26
 
 
 Input: 110VAC
 
 
 UL Certified: Yes",https://s3-dms-prod.flipspaces.app/51e322ea-579d-4410-82a6-44c40e85241b,,300,300mm (L) x 300mm (W) x 650mm (H) x 300mm (D),650,,300,300,,300mm (L) x 300mm (W) x 650mm (H) x 300mm (D),,ELEK,,,WF0047,,,EL_WF 47_T,,,,,,
FLOOR LAMP,ELESTRO,,LIGHTING,,US,https://s3-dms-prod.flipspaces.app/dafc4467-ff73-404d-9da8-a88c2abba379,940520,c4225cf2-aed1-4b6e-8181-08102f91648e,TRUE,P1,FLOOR LAMPS,,product,mm,P-LIG-DEC-FLO-674907,LIGHTING DECORATIVE LIGHTS FLOOR LAMPS ELESTRO FLOOR LAMP EL_WF 23_F WF0023 ELEK 470mm (L) x 470mm (W) x 1500mm (H) x 470mm (D),,"Shade: Ø470 x H275mm
 
 
 Cord length: 1800mm
 
 
 Socket type: US Polarized plug
 
 
 Switch location: On Cord
 
 
 Switch type: On/Off
 
 
 Materials: Solid wood, Linen fabric, steel
 
 
 Finish: Powder coating, varnish
 
 
 Light source type: A60
 
 
 Bulb socket type: E26
 
 
 Input: 110VAC
 
 
 UL Certified: Yes",active,DECORATIVE LIGHTS,,df1a0510-2182-4eb7-8f34-3521f6f8b708,P_LIGHTING_DECORATIVE LIGHTS,,NOS,"Shade: Ø470 x H275mm
 
 
 Cord length: 1800mm
 
 
 Socket type: US Polarized plug
 
 
 Switch location: On Cord
 
 
 Switch type: On/Off
 
 
 Materials: Solid wood, Linen fabric, steel
 
 
 Finish: Powder coating, varnish
 
 
 Light source type: A60
 
 
 Bulb socket type: E26
 
 
 Input: 110VAC
 
 
 UL Certified: Yes",https://s3-dms-prod.flipspaces.app/e1aa595e-8d7d-429e-b4eb-6eb7294f5034,,470,470mm (L) x 470mm (W) x 1500mm (H) x 470mm (D),1500,,470,470,,470mm (L) x 470mm (W) x 1500mm (H) x 470mm (D),,ELEK,,,WF0023,,,EL_WF 23_F,,,,,,
TABLE LAMP,ELESTRO,,LIGHTING,,US,https://s3-dms-prod.flipspaces.app/e3b237b9-54ad-4713-9f39-eafe3f580886,940520,a9856bab-95c6-4dd7-9c13-13592926c0f9,TRUE,P1,TABLE LAMPS,,product,mm,P-LIG-DEC-TAB-867105,LIGHTING DECORATIVE LIGHTS TABLE LAMPS ELESTRO TABLE LAMP EL_WT 54_T WT0154 ELEK 650mm (H) x 400mm (D),,"Shade: Ø400 x H250mm
 
 
 Cord length: 1800mm
 
 
 Socket type: US Polarized plug
 
 
 Switch location: On Cord
 
 
 Switch type: On/Off
 
 
 Materials: MDF veneer, MDF, linen fabric, steel
 
 
 Finish: Matte varnish, black paint, silver paint, powder coating
 
 
 Light source type: A60
 
 
 Bulb socket type: E26
 
 
 Input: 110VAC
 
 
 UL Certified: Yes",active,DECORATIVE LIGHTS,,df1a0510-2182-4eb7-8f34-3521f6f8b708,P_LIGHTING_DECORATIVE LIGHTS,,NOS,"Shade: Ø400 x H250mm
 
 
 Cord length: 1800mm
 
 
 Socket type: US Polarized plug
 
 
 Switch location: On Cord
 
 
 Switch type: On/Off
 
 
 Materials: MDF veneer, MDF, linen fabric, steel
 
 
 Finish: Matte varnish, black paint, silver paint, powder coating
 
 
 Light source type: A60
 
 
 Bulb socket type: E26
 
 
 Input: 110VAC
 
 
 UL Certified: Yes",https://s3-dms-prod.flipspaces.app/c611192f-1cb2-47b0-bc7f-8f56bad21149,,400,650mm (H) x 400mm (D),650,,,,,650mm (H) x 400mm (D),,ELEK,,,WT0154,,,EL_WT 54_T,,,,,,
FLOOR LAMP,ELESTRO,,LIGHTING,,US,https://s3-dms-prod.flipspaces.app/d5de436b-b7e5-416b-8118-f0db41457f50,940520,10fde02b-081f-40a0-aad4-25f49a7f6e3f,TRUE,P1,FLOOR LAMPS,,product,mm,P-LIG-DEC-FLO-859223,LIGHTING DECORATIVE LIGHTS FLOOR LAMPS ELESTRO FLOOR LAMP EL_WF 50_F WF0050-MDF ELEK 1600mm (H) x 610mm (D),,"Shade: Ø610 x H305mm
 
 
 Cord length: 1800mm
 
 
 Socket type: US Polarized plug
 
 
 Switch location: On Cord
 
 
 Switch type: On/Off
 
 
 Materials: MDF veneer, MDF, linen fabric, steel
 
 
 Finish: Matte varnish, black paint, silver paint,
 
 
 powder coating
 
 
 Light source type: A60
 
 
 Bulb socket type: E26
 
 
 Input: 110VAC
 
 
 UL Certified: Yes",active,DECORATIVE LIGHTS,,df1a0510-2182-4eb7-8f34-3521f6f8b708,P_LIGHTING_DECORATIVE LIGHTS,,NOS,"Shade: Ø610 x H305mm
 
 
 Cord length: 1800mm
 
 
 Socket type: US Polarized plug
 
 
 Switch location: On Cord
 
 
 Switch type: On/Off
 
 
 Materials: MDF veneer, MDF, linen fabric, steel
 
 
 Finish: Matte varnish, black paint, silver paint,
 
 
 powder coating
 
 
 Light source type: A60
 
 
 Bulb socket type: E26
 
 
 Input: 110VAC
 
 
 UL Certified: Yes",https://s3-dms-prod.flipspaces.app/99bcbafb-7033-4456-9a10-f37d7c77fd8d,,610,1600mm (H) x 610mm (D),1600,,,,,1600mm (H) x 610mm (D),,ELEK,,,WF0050-MDF,,,EL_WF 50_F,,,,,,
FLOOR LAMP,ELESTRO,,LIGHTING,,US,https://s3-dms-prod.flipspaces.app/2d0c46dd-72ae-462a-aba1-83e71b0708ad,940520,d6b3d90a-1f08-4232-87c6-235e5370a0e3,TRUE,P1,FLOOR LAMPS,,product,mm,P-LIG-DEC-FLO-696226,LIGHTING DECORATIVE LIGHTS FLOOR LAMPS ELESTRO FLOOR LAMP EL_WF 17_F WF0017-ASH ELEK 500mm (L) x 500mm (W) x 1646mm (H),,"Shade: Ø500 x H310mm
 
 
 Cord length: 1800mm
 
 
 Socket type: US Polarized plug
 
 
 Switch location: On Cord
 
 
 Switch type: On/Off
 
 
 Materials: Ash solid wood, Linen fabric, steel
 
 
 Finish: Matte varnish, powder coating, silver plating
 
 
 Light source type: A60
 
 
 Bulb socket type: E26
 
 
 Input: 110VAC
 
 
 UL Certified: Yes",active,DECORATIVE LIGHTS,,df1a0510-2182-4eb7-8f34-3521f6f8b708,P_LIGHTING_DECORATIVE LIGHTS,,NOS,"Shade: Ø500 x H310mm
 
 
 Cord length: 1800mm
 
 
 Socket type: US Polarized plug
 
 
 Switch location: On Cord
 
 
 Switch type: On/Off
 
 
 Materials: Ash solid wood, Linen fabric, steel
 
 
 Finish: Matte varnish, powder coating, silver plating
 
 
 Light source type: A60
 
 
 Bulb socket type: E26
 
 
 Input: 110VAC
 
 
 UL Certified: Yes",https://s3-dms-prod.flipspaces.app/4592e980-ad69-4750-be8b-74c176c33dee,,,500mm (L) x 500mm (W) x 1646mm (H),1646,,500,500,,500mm (L) x 500mm (W) x 1646mm (H),,ELEK,,,WF0017-ASH,,,EL_WF 17_F,,,,,,
FLOOR LAMP,ELESTRO,,LIGHTING,,US,https://s3-dms-prod.flipspaces.app/a468da9f-7c8a-4d9e-a20a-9737d0fa360a,940520,a6597ba2-dad0-40f4-b1f1-e4d39e7df87b,TRUE,P1,FLOOR LAMPS,,product,mm,P-LIG-DEC-FLO-779556,LIGHTING DECORATIVE LIGHTS FLOOR LAMPS ELESTRO FLOOR LAMP EL_MF 57_F MF0057 ELEK 400mm (L) x 754mm (W) x 1925mm (H) x 120mm (D),,"Glass: Ø120mm
 
 
 Cord length: 1800mm
 
 
 Socket type: US Polarized plug
 
 
 Switch location: On Cord
 
 
 Switch type: On/Off
 
 
 Materials: Steel, Glass
 
 
 Finish: Powder coating, hand paint Light source type: G45
 
 
 Bulb socket type: E12
 
 
 Input: 110VAC
 
 
 UL Certified: Yes",active,DECORATIVE LIGHTS,,df1a0510-2182-4eb7-8f34-3521f6f8b708,P_LIGHTING_DECORATIVE LIGHTS,,NOS,"Glass: Ø120mm
 
 
 Cord length: 1800mm
 
 
 Socket type: US Polarized plug
 
 
 Switch location: On Cord
 
 
 Switch type: On/Off
 
 
 Materials: Steel, Glass
 
 
 Finish: Powder coating, hand paint Light source type: G45
 
 
 Bulb socket type: E12
 
 
 Input: 110VAC
 
 
 UL Certified: Yes",https://s3-dms-prod.flipspaces.app/fb92168e-751f-400f-80b8-39ecca364de1,,120,400mm (L) x 754mm (W) x 1925mm (H) x 120mm (D),1925,,400,754,,400mm (L) x 754mm (W) x 1925mm (H) x 120mm (D),,ELEK,,,MF0057,,,EL_MF 57_F,,,,,,
FLOOR LAMP,ELESTRO,,LIGHTING,,US,https://s3-dms-prod.flipspaces.app/07118265-5756-4a5c-a69a-0fe507b3ce7d,940520,e81da6c4-1d97-4eb8-aeef-7f8785abdcc2,TRUE,P1,FLOOR LAMPS,,product,mm,P-LIG-DEC-FLO-973158,LIGHTING DECORATIVE LIGHTS FLOOR LAMPS ELESTRO FLOOR LAMP EL_MF 00_F MF0053 ELEK 485mm (L) x 420mm (W) x 1600mm (H),,"Shade: Ø420 x 220mm
 
 
 Cord length: 1800mm
 
 
 Socket type: US Polarized plug
 
 
 Switch location: On Cord
 
 
 Switch type: On/Off
 
 
 Materials: Steel, linen fabric, MDF
 
 
 Finish: Powder coating, hand paint Light source type: Bulb A60
 
 
 Bulb socket type: E26
 
 
 Input: 110VAC
 
 
 UL Certified: Yes",active,DECORATIVE LIGHTS,,df1a0510-2182-4eb7-8f34-3521f6f8b708,P_LIGHTING_DECORATIVE LIGHTS,,NOS,"Shade: Ø420 x 220mm
 
 
 Cord length: 1800mm
 
 
 Socket type: US Polarized plug
 
 
 Switch location: On Cord
 
 
 Switch type: On/Off
 
 
 Materials: Steel, linen fabric, MDF
 
 
 Finish: Powder coating, hand paint Light source type: Bulb A60
 
 
 Bulb socket type: E26
 
 
 Input: 110VAC
 
 
 UL Certified: Yes",https://s3-dms-prod.flipspaces.app/3f60b280-202f-4e59-acf1-13e20a717f1b,,,485mm (L) x 420mm (W) x 1600mm (H),1600,,485,420,,485mm (L) x 420mm (W) x 1600mm (H),,ELEK,,,MF0053,,,EL_MF 00_F,,,,,,
FLOOR LAMP,ELESTRO,,LIGHTING,,US,https://s3-dms-prod.flipspaces.app/ef30d535-8a2f-4eac-b3f4-4b45206d2cbf,940520,23a0362e-6f52-42da-80cf-87ccdd15d094,TRUE,P1,FLOOR LAMPS,,product,mm,P-LIG-DEC-FLO-747860,LIGHTING DECORATIVE LIGHTS FLOOR LAMPS ELESTRO FLOOR LAMP EL_MF 53_F MF0053-TRI ELEK 680mm (L) x 500mm (W) x 1500mm (H),,"Shade: Ø500 x 230mm
 
 
 Cord length: 1800mm
 
 
 Socket type: US Polarized plug
 
 
 Switch location: On Cord
 
 
 Switch type: On/Off
 
 
 Materials: Steel, linen fabric, leather
 
 
 Finish: Powder coating, hand paint
 
 
 Light source type: Bulb A60
 
 
 Bulb socket type: E26
 
 
 Input: 110VAC
 
 
 UL Certified: Yes",active,DECORATIVE LIGHTS,,df1a0510-2182-4eb7-8f34-3521f6f8b708,P_LIGHTING_DECORATIVE LIGHTS,,NOS,"Shade: Ø500 x 230mm
 
 
 Cord length: 1800mm
 
 
 Socket type: US Polarized plug
 
 
 Switch location: On Cord
 
 
 Switch type: On/Off
 
 
 Materials: Steel, linen fabric, leather
 
 
 Finish: Powder coating, hand paint
 
 
 Light source type: Bulb A60
 
 
 Bulb socket type: E26
 
 
 Input: 110VAC
 
 
 UL Certified: Yes",https://s3-dms-prod.flipspaces.app/9904e14a-b9e7-4a72-8593-edda80697d46,,,680mm (L) x 500mm (W) x 1500mm (H),1500,,680,500,,680mm (L) x 500mm (W) x 1500mm (H),,ELEK,,,MF0053-TRI,,,EL_MF 53_F,,,,,,
FLOOR LAMP,ELESTRO,,LIGHTING,,US,https://s3-dms-prod.flipspaces.app/6c18f969-37c3-41a0-a444-4e27d956b099,940520,660ee71d-49cf-4720-9b33-c2eb03f87148,TRUE,P1,FLOOR LAMPS,,product,mm,P-LIG-DEC-FLO-197880,LIGHTING DECORATIVE LIGHTS FLOOR LAMPS ELESTRO FLOOR LAMP EL_BFA_F BF0004-ASH ELEK 1475mm (H) x 480mm (D),,"Shade: Ø480 x H250mm
 
 
 Cord length: 1800mm
 
 
 Socket type: US Polarized plug
 
 
 Switch location: On Cord
 
 
 Switch type: On/Off
 
 
 Materials: Ash solid wood, bamboo, steel, linen fabric
 
 
 Finish: Wood matte varnish, linen, steel powder coating Light source type: Bulb T185
 
 
 Bulb socket type: E26
 
 
 Input: 110VAC
 
 
 UL Certified: Yes",active,DECORATIVE LIGHTS,,df1a0510-2182-4eb7-8f34-3521f6f8b708,P_LIGHTING_DECORATIVE LIGHTS,,NOS,"Shade: Ø480 x H250mm
 
 
 Cord length: 1800mm
 
 
 Socket type: US Polarized plug
 
 
 Switch location: On Cord
 
 
 Switch type: On/Off
 
 
 Materials: Ash solid wood, bamboo, steel, linen fabric
 
 
 Finish: Wood matte varnish, linen, steel powder coating Light source type: Bulb T185
 
 
 Bulb socket type: E26
 
 
 Input: 110VAC
 
 
 UL Certified: Yes",https://s3-dms-prod.flipspaces.app/f2117065-7430-4832-9cba-237c3d627713,,480,1475mm (H) x 480mm (D),1475,,,,,1475mm (H) x 480mm (D),,ELEK,,,BF0004-ASH,,,EL_BFA_F,,,,,,
TABLE LAMP,ELESTRO,,LIGHTING,,US,https://s3-dms-prod.flipspaces.app/cee63de7-21bf-450a-8a99-41f1ade64be0,940520,a6b959d4-8567-43d1-8310-4786286efe44,TRUE,P1,TABLE LAMPS,,product,mm,P-LIG-DEC-TAB-732330,LIGHTING DECORATIVE LIGHTS TABLE LAMPS ELESTRO TABLE LAMP EL_WVW 63_T WF0063-VENEER.WALNUT ELEK 755mm (H) x 400mm (D),,"Shade: Ø400 x H500mm
 
 
 Cord length: 1800mm
 
 
 Socket type: US Polarized plug
 
 
 Switch location: On Cord
 
 
 Switch type: On/Off
 
 
 Materials: Bamboo, linen, MDF, veneer walnut, steel
 
 
 Finish: Hand Painted bamboo, varnished veneer, linen fabric, hand painted steel
 
 
 Light source type: Bulb T30
 
 
 Bulb socket type: E26
 
 
 Input: 110VAC
 
 
 UL Certified: Yes",active,DECORATIVE LIGHTS,,df1a0510-2182-4eb7-8f34-3521f6f8b708,P_LIGHTING_DECORATIVE LIGHTS,,NOS,"Shade: Ø400 x H500mm
 
 
 Cord length: 1800mm
 
 
 Socket type: US Polarized plug
 
 
 Switch location: On Cord
 
 
 Switch type: On/Off
 
 
 Materials: Bamboo, linen, MDF, veneer walnut, steel
 
 
 Finish: Hand Painted bamboo, varnished veneer, linen fabric, hand painted steel
 
 
 Light source type: Bulb T30
 
 
 Bulb socket type: E26
 
 
 Input: 110VAC
 
 
 UL Certified: Yes",https://s3-dms-prod.flipspaces.app/ffe0dddb-51bf-4345-88ab-b4b9623777aa,,400,755mm (H) x 400mm (D),755,,,,,755mm (H) x 400mm (D),,ELEK,,,WF0063-VENEER.WALNUT,,,EL_WVW 63_T,,,,,,
TABLE LAMP,ELESTRO,,LIGHTING,,US,https://s3-dms-prod.flipspaces.app/1efbe08b-f329-4a14-afbc-119600991c11,940520,354ab8f3-f041-494a-ac20-68eafbc05154,TRUE,P1,TABLE LAMPS,,product,mm,P-LIG-DEC-TAB-451326,LIGHTING DECORATIVE LIGHTS TABLE LAMPS ELESTRO TABLE LAMP EL_VOW 63_T WF0063-VENEER.OAK.WASHED ELEK 755mm (H) x 400mm (D),,"Shade: Ø400 x H500mm
 
 
 Cord length: 1800mm
 
 
 Socket type: US Polarized plug
 
 
 Switch location: On Cord
 
 
 Switch type: On/Off
 
 
 Materials: Bamboo, linen, MDF, veneer oak, steel
 
 
 Finish: Washed bamboo and veneer, linen fabric, hand painted steel
 
 
 Light source type: Bulb T30
 
 
 Bulb socket type: E26
 
 
 Input: 110VAC
 
 
 UL Certified: Yes",active,DECORATIVE LIGHTS,,df1a0510-2182-4eb7-8f34-3521f6f8b708,P_LIGHTING_DECORATIVE LIGHTS,,NOS,"Shade: Ø400 x H500mm
 
 
 Cord length: 1800mm
 
 
 Socket type: US Polarized plug
 
 
 Switch location: On Cord
 
 
 Switch type: On/Off
 
 
 Materials: Bamboo, linen, MDF, veneer oak, steel
 
 
 Finish: Washed bamboo and veneer, linen fabric, hand painted steel
 
 
 Light source type: Bulb T30
 
 
 Bulb socket type: E26
 
 
 Input: 110VAC
 
 
 UL Certified: Yes",https://s3-dms-prod.flipspaces.app/bb4402da-2ed1-4743-b0d6-3bb663c19e15,,400,755mm (H) x 400mm (D),755,,,,,755mm (H) x 400mm (D),,ELEK,,,WF0063-VENEER.OAK.WASHED,,,EL_VOW 63_T,,,,,,
TABLE LAMP,ELESTRO,,LIGHTING,,US,https://s3-dms-prod.flipspaces.app/582cf2d9-fc07-43b2-bb81-71857fc501d6,940520,409c4bda-6b88-4c68-82a8-3e2453b7d8d8,TRUE,P1,TABLE LAMPS,,product,mm,P-LIG-DEC-TAB-474943,LIGHTING DECORATIVE LIGHTS TABLE LAMPS ELESTRO TABLE LAMP EL_VO 63_T WF0063-VENEER.OAK ELEK 755mm (H) x 400mm (D),,"Shade: Ø400 x H500mm
 
 
 Cord length: 1800mm
 
 
 Socket type: US Polarized plug
 
 
 Switch location: On Cord
 
 
 Switch type: On/Off
 
 
 Materials: Bamboo, linen, MDF, veneer oak, steel
 
 
 Finish: Varnished bamboo and veneer, linen fabric, hand painted steel
 
 
 Light source type: Bulb T30
 
 
 Bulb socket type: E26
 
 
 Input: 110VAC
 
 
 UL Certified: Yes",active,DECORATIVE LIGHTS,,df1a0510-2182-4eb7-8f34-3521f6f8b708,P_LIGHTING_DECORATIVE LIGHTS,,NOS,"Shade: Ø400 x H500mm
 
 
 Cord length: 1800mm
 
 
 Socket type: US Polarized plug
 
 
 Switch location: On Cord
 
 
 Switch type: On/Off
 
 
 Materials: Bamboo, linen, MDF, veneer oak, steel
 
 
 Finish: Varnished bamboo and veneer, linen fabric, hand painted steel
 
 
 Light source type: Bulb T30
 
 
 Bulb socket type: E26
 
 
 Input: 110VAC
 
 
 UL Certified: Yes",https://s3-dms-prod.flipspaces.app/f3127755-ca34-4745-bd6e-aeb9a3bfd52f,,400,755mm (H) x 400mm (D),755,,,,,755mm (H) x 400mm (D),,ELEK,,,WF0063-VENEER.OAK,,,EL_VO 63_T,,,,,,
FLOOR LAMP,ELESTRO,,LIGHTING,,US,https://s3-dms-prod.flipspaces.app/4dc4ee09-24d8-4bc5-ae81-16fd2e2a22e4,940520,0af0d199-81bb-4840-a9d3-96c4c645d345,TRUE,P1,FLOOR LAMPS,,product,mm,P-LIG-DEC-FLO-514619,LIGHTING DECORATIVE LIGHTS FLOOR LAMPS ELESTRO FLOOR LAMP EL_VW 62_F WF0062-VENEER.WALNUT ELEK 1544mm (H) x 400mm (D),,"Shade: Ø400 x H500mm
 
 
 Cord length: 1800mm
 
 
 Socket type: US Polarized plug
 
 
 Switch location: On Cord
 
 
 Switch type: On/Off
 
 
 Materials: Bamboo, linen, MDF, veneer walnut, steel
 
 
 Finish: Hand Painted bamboo, varnished veneer, linen fabric, hand painted steel
 
 
 Light source type: Bulb T30
 
 
 Bulb socket type: E26
 
 
 Input: 110VAC
 
 
 UL Certified: Yes",active,DECORATIVE LIGHTS,,df1a0510-2182-4eb7-8f34-3521f6f8b708,P_LIGHTING_DECORATIVE LIGHTS,,NOS,"Shade: Ø400 x H500mm
 
 
 Cord length: 1800mm
 
 
 Socket type: US Polarized plug
 
 
 Switch location: On Cord
 
 
 Switch type: On/Off
 
 
 Materials: Bamboo, linen, MDF, veneer walnut, steel
 
 
 Finish: Hand Painted bamboo, varnished veneer, linen fabric, hand painted steel
 
 
 Light source type: Bulb T30
 
 
 Bulb socket type: E26
 
 
 Input: 110VAC
 
 
 UL Certified: Yes","https://s3-dms-prod.flipspaces.app/d12d0bd4-f269-462b-b9c3-4ffa65181ad4,https://s3-dms-prod.flipspaces.app/e95b1cab-3e50-447e-a5d1-4f94a29b37eb",,400,1544mm (H) x 400mm (D),1544,,,,,1544mm (H) x 400mm (D),,ELEK,,,WF0062-VENEER.WALNUT,,,EL_VW 62_F,,,,,,
FLOOR LAMP,ELESTRO,,LIGHTING,,US,https://s3-dms-prod.flipspaces.app/8a59b57b-21f1-484f-8917-fb814387c02b,940520,241de11c-2971-44e7-905a-29ee89dac2c6,TRUE,P1,FLOOR LAMPS,,product,mm,P-LIG-DEC-FLO-407855,LIGHTING DECORATIVE LIGHTS FLOOR LAMPS ELESTRO FLOOR LAMP EL_VOW 62_F WF0062-VENEER.OAK.WASHED ELEK 1544mm (H) x 400mm (D),,"Shade: Ø400 x H500mm
 
 
 Cord length: 1800mm
 
 
 Socket type: US Polarized plug
 
 
 Switch location: On Cord
 
 
 Switch type: On/Off
 
 
 Materials: Bamboo, linen, MDF, veneer oak, steel
 
 
 Finish: Washed bamboo and veneer, linen fabric, hand
 
 
 painted steel
 
 
 Light source type: Bulb T30
 
 
 Bulb socket type: E26
 
 
 Input: 110VAC
 
 
 UL Certified: Yes",active,DECORATIVE LIGHTS,,df1a0510-2182-4eb7-8f34-3521f6f8b708,P_LIGHTING_DECORATIVE LIGHTS,,NOS,"Shade: Ø400 x H500mm
 
 
 Cord length: 1800mm
 
 
 Socket type: US Polarized plug
 
 
 Switch location: On Cord
 
 
 Switch type: On/Off
 
 
 Materials: Bamboo, linen, MDF, veneer oak, steel
 
 
 Finish: Washed bamboo and veneer, linen fabric, hand
 
 
 painted steel
 
 
 Light source type: Bulb T30
 
 
 Bulb socket type: E26
 
 
 Input: 110VAC
 
 
 UL Certified: Yes","https://s3-dms-prod.flipspaces.app/9f32b14b-8feb-4062-a1f2-d51bf9f05d6f,https://s3-dms-prod.flipspaces.app/b098bde0-98b3-4d0b-8785-94dacfafd8d0",,400,1544mm (H) x 400mm (D),1544,,,,,1544mm (H) x 400mm (D),,ELEK,,,WF0062-VENEER.OAK.WASHED,,,EL_VOW 62_F,,,,,,
FLOOR LAMP,ELESTRO,,LIGHTING,,US,https://s3-dms-prod.flipspaces.app/16721d9c-0d6a-46d0-85b8-df27f0beedac,940520,fc60f4e9-789f-45a7-b2c4-ea99846ebb51,TRUE,P1,FLOOR LAMPS,,product,mm,P-LIG-DEC-FLO-381175,LIGHTING DECORATIVE LIGHTS FLOOR LAMPS ELESTRO FLOOR LAMP EL_VE 62_F WF0062-VENEER.OAK ELEK 1544mm (H) x 400mm (D),,"Shade: Ø400 x H500mm
 
 
 Cord length: 1800mm
 
 
 Socket type: US Polarized plug
 
 
 Switch location: On Cord
 
 
 Switch type: On/Off
 
 
 Materials: Bamboo, linen, MDF, veneer oak, steel
 
 
 Finish: Varnished bamboo and veneer, linen fabric, hand painted steel
 
 
 Light source type: Bulb T30
 
 
 Bulb socket type: E26
 
 
 Input: 110VAC
 
 
 UL Certified: Yes",active,DECORATIVE LIGHTS,,df1a0510-2182-4eb7-8f34-3521f6f8b708,P_LIGHTING_DECORATIVE LIGHTS,,NOS,"Shade: Ø400 x H500mm
 
 
 Cord length: 1800mm
 
 
 Socket type: US Polarized plug
 
 
 Switch location: On Cord
 
 
 Switch type: On/Off
 
 
 Materials: Bamboo, linen, MDF, veneer oak, steel
 
 
 Finish: Varnished bamboo and veneer, linen fabric, hand painted steel
 
 
 Light source type: Bulb T30
 
 
 Bulb socket type: E26
 
 
 Input: 110VAC
 
 
 UL Certified: Yes","https://s3-dms-prod.flipspaces.app/9f22553d-d141-4e05-ae57-ffa4e7abb582,https://s3-dms-prod.flipspaces.app/76ff80cb-5cb8-4424-994f-c7d67e4ca4d1",,400,1544mm (H) x 400mm (D),1544,,,,,1544mm (H) x 400mm (D),,ELEK,,,WF0062-VENEER.OAK,,,EL_VE 62_F,,,,,,
