boq_name,brand,catalogue_code_dynamic,category,countries,default_image,dimensions,height,hsn_code,id,is_preferred,item_class,item_name,item_type,length1,lwhd_metric,sku_id,sku_name,specifications,status,sub_category,t_metric,template_id,template_name,type,unit,vendor_catalogue_code_dynamic,vendor_catalogue_series_dynamic,width,images,color,config,item_style,model_3d,space_tag,theme,us_specifications,wheel_base_dynamic,us_dimensions,vendor_brand_dynamic,arm_rest_dynamic,catalogue_series_dynamic,product_preferred_dynamic,Selling Price
LUXEPOD - CAFETERIA CHAIR,ELESTRO,CC_LNO_66,FURNITURE,US,https://s3-dms-prod.flipspaces.app/4b2afd0c-11f3-492f-ba17-244d64ac2cee,400mm (L) x 400mm (W) x 800mm (H),800,94036000,2e3a4ce6-bc2a-4774-a604-6798cf69fc44,TRUE,P1,CAFETERIA CHAIR,product,400,mm,P-FUR-CHA-CAF-347587,FURNITURE CHAIRS CAFETERIA CHAIR LUXEPOD - CAFETERIA CHAIR ELESTRO CC_LNO_66 LEGNO EUROTECH 400mm (L) x 400mm (W) x 800mm (H),Monobloc Moulded Shell With Wooden Bass,active,CHAIRS,,b0fa98be-9c3f-4074-9ea0-48cbd2e47437,FURNITURE_CHAIRS,LUXEPOD - CAFETERIA CHAIR,NOS,LEGNO,EUROTECH,400,,,,,,"Breakout Area,Lounge Area,Waiting Area,Collaborative Area,Gaming Zone",,Monobloc Moulded Shell With Wooden Bass,,400mm (L) x 400mm (W) x 800mm (H),,,,,
OFFICE CHAIR,ELESTRO,EU_MILA_MB,FURNITURE,US,https://s3-dms-prod.flipspaces.app/bf24e4a9-0d84-492f-a9be-3ff9501a1e12,,,94013000,3527ea65-21a1-4288-bb77-3c944c4b7703,TRUE,P1,OFFICE CHAIR,product,,,P-FUR-CHA-OFF-860814,FURNITURE CHAIRS OFFICE CHAIR MEDIUM BACK ELESTRO ADJUSTABLE EU_MILA_MB MILANO MESH_MB EUROTECH NYLON,"Gas : 100 Stroke cylinder
  
  Mechanism : One Point Synchro
  
  Arms : Fix T Arms
  
  Base : Nylon Base / Aluminium Base
  
  Upholstry : Standard Fabric & Standard Mesh",active,CHAIRS,,b0fa98be-9c3f-4074-9ea0-48cbd2e47437,FURNITURE_CHAIRS,,NOS,MILANO MESH_MB,EUROTECH,,"https://s3-dms-prod.flipspaces.app/2357ea20-76e4-46a0-a51b-5bbbf8e93fc9,https://s3-dms-prod.flipspaces.app/b1cf0d3e-df06-4a20-99fc-504498cfce62,https://s3-dms-prod.flipspaces.app/9e09b870-19f8-4ff7-9b6b-aeb647197dd3",BLACK,MEDIUM BACK,,,"Workstation Area,Conference Room,Meeting Room,Discussion Room,MD Cabin,HR Cabin,HOD Cabin,Manager Cabin,Director Cabin,Regular Cubicles,Training Room,NOC Room",,"Gas : 100 Stroke cylinder
  
  Mechanism : One Point Synchro
  
  Arms : Fix T Arms
  
  Base : Nylon Base / Aluminium Base
  
  Upholstry : Standard Fabric & Standard Mesh",NYLON,,,ADJUSTABLE,,,
OFFICE CHAIR,ELESTRO,EU_EL_MB,FURNITURE,US,https://s3-dms-prod.flipspaces.app/6e96b7cc-9d39-41b8-b84f-66624e57c841,,,94013000,31289d15-27f3-4332-8f17-7b87df1da6e8,TRUE,P1,OFFICE CHAIR,product,,,P-FUR-CHA-OFF-520690,FURNITURE CHAIRS OFFICE CHAIR MEDIUM BACK ELESTRO ADJUSTABLE EU_EL_MB ELITE_MB EUROTECH NYLON,"Gas : 100 Stroke cylinder
  
  Mechanism : Multi Point Synchro
  
  Arms : 3D Adjustable Arms
  
  Base : Nylon Base
  
  Upholstry : Standard Fabric & Standard Mesh
  
  Lumbar : Adjustable",active,CHAIRS,,b0fa98be-9c3f-4074-9ea0-48cbd2e47437,FURNITURE_CHAIRS,,NOS,ELITE_MB,EUROTECH,,"https://s3-dms-prod.flipspaces.app/fe4bd6d5-a674-4873-8478-327c783f9597,https://s3-dms-prod.flipspaces.app/23945af2-6a27-4252-b45a-a424bfc2f4a4,https://s3-dms-prod.flipspaces.app/4a9e282f-a1d6-4d1b-a304-9d0ba99d7d0a",BEIGE,MEDIUM BACK,,,"Workstation Area,Conference Room,Meeting Room,Discussion Room,MD Cabin,HR Cabin,HOD Cabin,Manager Cabin,Director Cabin,Regular Cubicles,Training Room,NOC Room",,"Gas : 100 Stroke cylinder
  
  Mechanism : Multi Point Synchro
  
  Arms : 3D Adjustable Arms
  
  Base : Nylon Base
  
  Upholstry : Standard Fabric & Standard Mesh
  
  Lumbar : Adjustable",NYLON,,,ADJUSTABLE,,,
OFFICE CHAIR,ELESTRO,EU_TEGREY_MB,FURNITURE,US,https://s3-dms-prod.flipspaces.app/562de499-17ee-4bb2-87de-15deda40f837,,,94013000,2fef1e53-f31a-477a-98a8-f43468336170,TRUE,P1,OFFICE CHAIR,product,,,P-FUR-CHA-OFF-385434,FURNITURE CHAIRS OFFICE CHAIR MEDIUM BACK ELESTRO ADJUSTABLE EU_TEGREY_MB TELLO (GREY)_MB EUROTECH NYLON,"Gas : 100 Stroke cylinder
 
 
  
 
 
  Mechanism : Multi Point Synchro
 
 
  
 
 
  Arms : 2D Adjustable arms
 
 
  
 
 
  Base : Nylon Base
 
 
  
 
 
  Upholstry : Standard Fabric & Standard Mesh
 
 
  
 
 
  Lumbar : Adjustable",active,CHAIRS,,b0fa98be-9c3f-4074-9ea0-48cbd2e47437,FURNITURE_CHAIRS,,NOS,TELLO (GREY)_MB,EUROTECH,,"https://s3-dms-prod.flipspaces.app/3813d023-d341-4f77-a452-f6de9b4aee2e,https://s3-dms-prod.flipspaces.app/f701936a-064b-4b78-8372-dfce377b9c7f,https://s3-dms-prod.flipspaces.app/4d54613e-9767-4f5f-9999-f975e1a14ba6",GREY,MEDIUM BACK,,,"Workstation Area,Conference Room,Meeting Room,Discussion Room,MD Cabin,HR Cabin,HOD Cabin,Manager Cabin,Director Cabin,Regular Cubicles,Training Room,NOC Room",,"Gas : 100 Stroke cylinder
 
 
  
 
 
  Mechanism : Multi Point Synchro
 
 
  
 
 
  Arms : 2D Adjustable arms
 
 
  
 
 
  Base : Nylon Base
 
 
  
 
 
  Upholstry : Standard Fabric & Standard Mesh
 
 
  
 
 
  Lumbar : Adjustable",NYLON,,,ADJUSTABLE,,,
OFFICE CHAIR,ELESTRO,EU_TBLACK_HB,FURNITURE,US,https://s3-dms-prod.flipspaces.app/c2a8163b-7328-4519-a804-f9242b3f5d06,,,94013000,2e6f4fec-be13-4928-9415-472a9bff519a,TRUE,P1,OFFICE CHAIR,product,,,P-FUR-CHA-OFF-723832,FURNITURE CHAIRS OFFICE CHAIR HIGH BACK ELESTRO ADJUSTABLE EU_TBLACK_HB TELLO HR (BLACK)_HB EUROTECH NYLON,"Gas : 100 Stroke cylinder
  
  Mechanism : One Point Synchro
  
  Arms : Fix T Arms
  
  Base : Nylon Base
  
  Upholstry : Standard Fabric & Standard Mesh",active,CHAIRS,,b0fa98be-9c3f-4074-9ea0-48cbd2e47437,FURNITURE_CHAIRS,,NOS,TELLO HR (BLACK)_HB,EUROTECH,,"https://s3-dms-prod.flipspaces.app/de7633b8-0e23-4742-be13-ad6502dd5a29,https://s3-dms-prod.flipspaces.app/c3505222-4bc9-4433-95e0-d78150967178,https://s3-dms-prod.flipspaces.app/84414604-2acb-4922-aaaa-58d9a2267b42",BLACK,HIGH BACK,,,"Workstation Area,Conference Room,Meeting Room,Discussion Room,MD Cabin,HR Cabin,HOD Cabin,Manager Cabin,Director Cabin,Regular Cubicles,Training Room,NOC Room",,"Gas : 100 Stroke cylinder
  
  Mechanism : One Point Synchro
  
  Arms : Fix T Arms
  
  Base : Nylon Base
  
  Upholstry : Standard Fabric & Standard Mesh",NYLON,,,ADJUSTABLE,,,
OFFICE CHAIR,ELESTRO,EU_TGREY_HB,FURNITURE,US,https://s3-dms-prod.flipspaces.app/550a5ce0-cb12-4bbd-aab6-fc69b3d7f269,,,94013000,ade7d9aa-507f-4a08-9ab6-4cffcdd20048,TRUE,P1,OFFICE CHAIR,product,,,P-FUR-CHA-OFF-292111,FURNITURE CHAIRS OFFICE CHAIR HIGH BACK ELESTRO ADJUSTABLE EU_TGREY_HB TELLO HR (GREY)_HB EUROTECH NYLON,"Gas : 100 Stroke cylinder
 
 
  
 
 
  Mechanism : One Point Synchro
 
 
  
 
 
  Arms : Fix T Arms
 
 
  
 
 
  Base : Nylon Base
 
 
  
 
 
  Upholstry : Standard Fabric & Standard Mesh",active,CHAIRS,,b0fa98be-9c3f-4074-9ea0-48cbd2e47437,FURNITURE_CHAIRS,,NOS,TELLO HR (GREY)_HB,EUROTECH,,"https://s3-dms-prod.flipspaces.app/875cb55e-19b3-4a78-a0d2-95f9dd1ebeb9,https://s3-dms-prod.flipspaces.app/20b5c7d4-6e3e-476b-a0bf-6952e5de33aa,https://s3-dms-prod.flipspaces.app/1ecabaa7-fe89-4f4a-a42a-87c860cd9848",GREY,HIGH BACK,,,"Workstation Area,Conference Room,Meeting Room,Discussion Room,MD Cabin,HR Cabin,HOD Cabin,Manager Cabin,Director Cabin,Regular Cubicles,Training Room,NOC Room",,"Gas : 100 Stroke cylinder
 
 
  
 
 
  Mechanism : One Point Synchro
 
 
  
 
 
  Arms : Fix T Arms
 
 
  
 
 
  Base : Nylon Base
 
 
  
 
 
  Upholstry : Standard Fabric & Standard Mesh",NYLON,,,ADJUSTABLE,,,
OFFICE CHAIR,ELESTRO,EU_TE_HB,FURNITURE,US,https://s3-dms-prod.flipspaces.app/4f6df408-72a3-459e-872f-a6adf49c3714,,,94013000,41c867cf-292a-47f8-a0ae-5b8d043635d0,TRUE,P1,OFFICE CHAIR,product,,,P-FUR-CHA-OFF-256521,FURNITURE CHAIRS OFFICE CHAIR HIGH BACK ELESTRO ADJUSTABLE EU_TE_HB TECH 04 (WING HR)_HB EUROTECH NYLON,"Gas : 100 Stroke cylinder
  
  Mechanism : One Point Synchro
  
  Arms : Fix T Arms
  
  Base : Nylon Base
  
  Upholstry : Standard Fabric & Standard Mesh",active,CHAIRS,,b0fa98be-9c3f-4074-9ea0-48cbd2e47437,FURNITURE_CHAIRS,,NOS,TECH 04 (WING HR)_HB,EUROTECH,,"https://s3-dms-prod.flipspaces.app/e7f15020-35a8-4762-a911-fce99b603314,https://s3-dms-prod.flipspaces.app/1ea9ebf7-f5dd-482b-9a3b-9998802fbc29,https://s3-dms-prod.flipspaces.app/863dfdc7-c9f0-44c7-a397-5dfc029cbbcd",BLACK,HIGH BACK,,,"Workstation Area,Conference Room,Meeting Room,Discussion Room,MD Cabin,HR Cabin,HOD Cabin,Manager Cabin,Director Cabin,Regular Cubicles,Training Room,NOC Room",,"Gas : 100 Stroke cylinder
  
  Mechanism : One Point Synchro
  
  Arms : Fix T Arms
  
  Base : Nylon Base
  
  Upholstry : Standard Fabric & Standard Mesh",NYLON,,,ADJUSTABLE,,,
OFFICE CHAIR,ELESTRO,EU_TECH_MB,FURNITURE,US,https://s3-dms-prod.flipspaces.app/42132348-ff79-491d-b5e1-2ddc68004645,,,94013000,8158876f-3b77-4105-b05e-60cdc3948d10,TRUE,P1,OFFICE CHAIR,product,,,P-FUR-CHA-OFF-193786,FURNITURE CHAIRS OFFICE CHAIR MEDIUM BACK ELESTRO ADJUSTABLE EU_TECH_MB TECH 05_MB EUROTECH NYLON,"Gas : 100 Stroke cylinder
 
 
 
 
 
  
 
 
 
 
 
  Mechanism : Multi Point Synchro
 
 
 
 
 
  
 
 
 
 
 
  Arms : 2D Adjustable Arms with PU pads
 
 
 
 
 
  
 
 
 
 
 
  Base : Nylon Base
 
 
 
 
 
  
 
 
 
 
 
  Upholstry : Standard Fabric & Standard Mesh
 
 
 
 
 
  
 
 
 
 
 
  Lumbar: Adjustable",active,CHAIRS,,b0fa98be-9c3f-4074-9ea0-48cbd2e47437,FURNITURE_CHAIRS,,NOS,TECH 05_MB,EUROTECH,,"https://s3-dms-prod.flipspaces.app/a8055bdd-6497-49d5-8256-740fa64f4ec2,https://s3-dms-prod.flipspaces.app/ad6f5669-79fb-4308-ac71-fd6bcb5fbe4b",BLACK,MEDIUM BACK,,,"Workstation Area,Conference Room,Meeting Room,Discussion Room,MD Cabin,HR Cabin,HOD Cabin,Manager Cabin,Director Cabin,Regular Cubicles,Training Room,NOC Room",,"Gas : 100 Stroke cylinder
 
 
 
 
 
  
 
 
 
 
 
  Mechanism : Multi Point Synchro
 
 
 
 
 
  
 
 
 
 
 
  Arms : 2D Adjustable Arms with PU pads
 
 
 
 
 
  
 
 
 
 
 
  Base : Nylon Base
 
 
 
 
 
  
 
 
 
 
 
  Upholstry : Standard Fabric & Standard Mesh
 
 
 
 
 
  
 
 
 
 
 
  Lumbar: Adjustable",NYLON,,,ADJUSTABLE,,,
OFFICE CHAIR,ELESTRO,EU_FA_MB,FURNITURE,US,https://s3-dms-prod.flipspaces.app/25eef000-18b1-4be6-be5f-d68a9f9354db,,,94013000,de5f7ac9-6faa-4f0d-a0ff-451335953092,TRUE,P1,OFFICE CHAIR,product,,,P-FUR-CHA-OFF-797270,FURNITURE CHAIRS OFFICE CHAIR MEDIUM BACK ELESTRO ADJUSTABLE EU_FA_MB FALCON_MB EUROTECH NYLON,"Gas : 100 Stroke cylinder
 
 
 
 
 
  
 
 
 
 
 
  Mechanism : Multi Point Synchro
 
 
 
 
 
  
 
 
 
 
 
  Arms : 2D Adjustable Arms
 
 
 
 
 
  
 
 
 
 
 
  Base : Nylon Base
 
 
 
 
 
  
 
 
 
 
 
  Upholstry : Standard Fabric",active,CHAIRS,,b0fa98be-9c3f-4074-9ea0-48cbd2e47437,FURNITURE_CHAIRS,,NOS,FALCON_MB,EUROTECH,,"https://s3-dms-prod.flipspaces.app/3b4e7a70-3b09-4477-ab12-d61bdefb574c,https://s3-dms-prod.flipspaces.app/61f53956-a39c-4148-8634-101625cdebe7,https://s3-dms-prod.flipspaces.app/a3389b48-ddd3-4c5d-a65f-6709cd181f5c",BLUE,MEDIUM BACK,,,"Workstation Area,Conference Room,Meeting Room,Discussion Room,MD Cabin,HR Cabin,HOD Cabin,Manager Cabin,Director Cabin,Regular Cubicles,Training Room,NOC Room",,"Gas : 100 Stroke cylinder
 
 
 
 
 
  
 
 
 
 
 
  Mechanism : Multi Point Synchro
 
 
 
 
 
  
 
 
 
 
 
  Arms : 2D Adjustable Arms
 
 
 
 
 
  
 
 
 
 
 
  Base : Nylon Base
 
 
 
 
 
  
 
 
 
 
 
  Upholstry : Standard Fabric",NYLON,,,ADJUSTABLE,,,
OFFICE CHAIR,ELESTRO,EU_DU_MB,FURNITURE,US,https://s3-dms-prod.flipspaces.app/cf05e6ed-7f03-4c9b-b620-184e701c6270,,,94013000,2643a469-5a1d-483c-bcd5-d0a31abb3389,TRUE,P1,OFFICE CHAIR,product,,,P-FUR-CHA-OFF-734569,FURNITURE CHAIRS OFFICE CHAIR MEDIUM BACK ELESTRO ADJUSTABLE EU_DU_MB DUTCH_MB EUROTECH NYLON,"Gas : 100 Stroke cylinder
 
 
 
 
 
  
 
 
 
 
 
  Mechanism : Multi Point Synchro
 
 
 
 
 
  
 
 
 
 
 
  Arms : 2D Adjustable Arms
 
 
 
 
 
  
 
 
 
 
 
  Base : Nylon Base
 
 
 
 
 
  
 
 
 
 
 
  Upholstry : Standard Fabric & Standard Mesh
 
 
 
 
 
  
 
 
 
 
 
  Lumbar : Adjustable",active,CHAIRS,,b0fa98be-9c3f-4074-9ea0-48cbd2e47437,FURNITURE_CHAIRS,,NOS,DUTCH_MB,EUROTECH,,"https://s3-dms-prod.flipspaces.app/8662370c-a63d-4647-892a-ba48dbbc05c4,https://s3-dms-prod.flipspaces.app/23a1db06-914e-431e-bf2a-7241769a3e75,https://s3-dms-prod.flipspaces.app/f15655ec-aee6-4624-9f65-0a324dd4fb26",BLACK,MEDIUM BACK,,,"Workstation Area,Conference Room,Meeting Room,Discussion Room,MD Cabin,HR Cabin,HOD Cabin,Manager Cabin,Director Cabin,Regular Cubicles,Training Room,NOC Room",,"Gas : 100 Stroke cylinder
 
 
 
 
 
  
 
 
 
 
 
  Mechanism : Multi Point Synchro
 
 
 
 
 
  
 
 
 
 
 
  Arms : 2D Adjustable Arms
 
 
 
 
 
  
 
 
 
 
 
  Base : Nylon Base
 
 
 
 
 
  
 
 
 
 
 
  Upholstry : Standard Fabric & Standard Mesh
 
 
 
 
 
  
 
 
 
 
 
  Lumbar : Adjustable",NYLON,,,ADJUSTABLE,,,
OFFICE CHAIR,ELESTRO,EU_EHR_HB,FURNITURE,US,https://s3-dms-prod.flipspaces.app/6f0c0b83-62f8-45c5-abdb-c5b97c438d75,,,94013000,fd32a21d-03ef-4516-833c-66fd0db8ebbe,TRUE,P1,OFFICE CHAIR,product,,,P-FUR-CHA-OFF-870431,FURNITURE CHAIRS OFFICE CHAIR HIGH BACK ELESTRO ADJUSTABLE EU_EHR_HB ELITE HR_HB EUROTECH NYLON,"Gas : 100 Stroke cylinder
 
 
 
 
 
  
 
 
 
 
 
  Mechanism : Multi poin t Synchro
 
 
 
 
 
  
 
 
 
 
 
  Arms : 3D Adjustable Arms
 
 
 
 
 
  
 
 
 
 
 
  Base : Nylon Base
 
 
 
 
 
  
 
 
 
 
 
  Upholstry : Standard Fabric & Standard Mesh
 
 
 
 
 
  
 
 
 
 
 
  Lumbar : Adjustable",active,CHAIRS,,b0fa98be-9c3f-4074-9ea0-48cbd2e47437,FURNITURE_CHAIRS,,NOS,ELITE HR_HB,EUROTECH,,"https://s3-dms-prod.flipspaces.app/d0a1e66f-8a9a-402c-8359-4f5b59426443,https://s3-dms-prod.flipspaces.app/b12983be-b274-4326-b0cc-d8e7464e85be,https://s3-dms-prod.flipspaces.app/38eaec8f-20dd-479e-bbc9-663d5ffd9646",BEIGE,HIGH BACK,,,"Workstation Area,Conference Room,Meeting Room,Discussion Room,MD Cabin,HR Cabin,HOD Cabin,Manager Cabin,Director Cabin,Regular Cubicles,Training Room,NOC Room",,"Gas : 100 Stroke cylinder
 
 
 
 
 
  
 
 
 
 
 
  Mechanism : Multi poin t Synchro
 
 
 
 
 
  
 
 
 
 
 
  Arms : 3D Adjustable Arms
 
 
 
 
 
  
 
 
 
 
 
  Base : Nylon Base
 
 
 
 
 
  
 
 
 
 
 
  Upholstry : Standard Fabric & Standard Mesh
 
 
 
 
 
  
 
 
 
 
 
  Lumbar : Adjustable",NYLON,,,ADJUSTABLE,,,
OFFICE CHAIR,ELESTRO,EU_IQ_MB,FURNITURE,US,https://s3-dms-prod.flipspaces.app/ba820920-a8b7-47e1-8516-52b1633b3351,,,94013000,3259e9a2-d16d-45dd-b047-0aaf47c38e7c,TRUE,P1,OFFICE CHAIR,product,,,P-FUR-CHA-OFF-764232,FURNITURE CHAIRS OFFICE CHAIR MEDIUM BACK ELESTRO ADJUSTABLE EU_IQ_MB IQ_MB EUROTECH NYLON,"Gas : 100 Stroke cylinder
 
 
 
 
 
  
 
 
 
 
 
  Mechanism : Multi Point Synchro
 
 
 
 
 
  
 
 
 
 
 
  Arms : 3D Adjustable Arms
 
 
 
 
 
  
 
 
 
 
 
  Base : Nylon Base
 
 
 
 
 
  
 
 
 
 
 
  Upholstry : Standard Fabric & Standard Mesh
 
 
 
 
 
  
 
 
 
 
 
  Lumbar : Adjustable",active,CHAIRS,,b0fa98be-9c3f-4074-9ea0-48cbd2e47437,FURNITURE_CHAIRS,,NOS,IQ_MB,EUROTECH,,"https://s3-dms-prod.flipspaces.app/af4031fd-ff7a-4bf8-8d91-eeba4b61b8d1,https://s3-dms-prod.flipspaces.app/260469e2-2b16-498a-9aca-94c0c45117a1,https://s3-dms-prod.flipspaces.app/58760051-8390-41b2-a400-5908c25cf0e0",BLACK,MEDIUM BACK,,,"Workstation Area,Conference Room,Meeting Room,Discussion Room,MD Cabin,HR Cabin,HOD Cabin,Manager Cabin,Director Cabin,Regular Cubicles,Training Room,NOC Room",,"Gas : 100 Stroke cylinder
 
 
 
 
 
  
 
 
 
 
 
  Mechanism : Multi Point Synchro
 
 
 
 
 
  
 
 
 
 
 
  Arms : 3D Adjustable Arms
 
 
 
 
 
  
 
 
 
 
 
  Base : Nylon Base
 
 
 
 
 
  
 
 
 
 
 
  Upholstry : Standard Fabric & Standard Mesh
 
 
 
 
 
  
 
 
 
 
 
  Lumbar : Adjustable",NYLON,,,ADJUSTABLE,,,
OFFICE CHAIR,ELESTRO,EU_TEBLACK_MB,FURNITURE,US,https://s3-dms-prod.flipspaces.app/c046b21f-84eb-45bc-973e-3aebf1e39ca1,,,94013000,841c320b-7b6f-4927-bc1e-2e2013259a1c,TRUE,P1,OFFICE CHAIR,product,,,P-FUR-CHA-OFF-232507,FURNITURE CHAIRS OFFICE CHAIR MEDIUM BACK ELESTRO ADJUSTABLE EU_TEBLACK_MB TELLO (BLACK)_MB EUROTECH NYLON,"Gas : 100 Stroke cylinder
 
 
 
 
 
  
 
 
 
 
 
  Mechanism : Multi Point Synchro
 
 
 
 
 
  
 
 
 
 
 
  Arms : 2D Adjustable Arms
 
 
 
 
 
  
 
 
 
 
 
  Base : Nylon Base
 
 
 
 
 
  
 
 
 
 
 
  Upholstry : Standard Fabric & Standard Mesh
 
 
 
 
 
  
 
 
 
 
 
  Lumbar : Adjustable",active,CHAIRS,,b0fa98be-9c3f-4074-9ea0-48cbd2e47437,FURNITURE_CHAIRS,,NOS,TELLO (BLACK)_MB,EUROTECH,,"https://s3-dms-prod.flipspaces.app/76d2d942-7319-4b0d-a8bc-20e8ac6ca730,https://s3-dms-prod.flipspaces.app/390f61a9-3803-4069-8b81-687c5042658a",BLACK,MEDIUM BACK,,,"Workstation Area,Conference Room,Meeting Room,Discussion Room,MD Cabin,HR Cabin,HOD Cabin,Manager Cabin,Director Cabin,Regular Cubicles,Training Room,NOC Room",,"Gas : 100 Stroke cylinder
 
 
 
 
 
  
 
 
 
 
 
  Mechanism : Multi Point Synchro
 
 
 
 
 
  
 
 
 
 
 
  Arms : 2D Adjustable Arms
 
 
 
 
 
  
 
 
 
 
 
  Base : Nylon Base
 
 
 
 
 
  
 
 
 
 
 
  Upholstry : Standard Fabric & Standard Mesh
 
 
 
 
 
  
 
 
 
 
 
  Lumbar : Adjustable",NYLON,,,ADJUSTABLE,,,
OFFICE CHAIR,ELESTRO,EU_TEW_MB,FURNITURE,US,https://s3-dms-prod.flipspaces.app/9420dc62-a92c-49d8-8ae0-1a92ea599bd6,,,94013000,3d16c1f4-55e2-42b5-8bbc-a8419a740e0a,TRUE,P1,OFFICE CHAIR,product,,,P-FUR-CHA-OFF-976069,FURNITURE CHAIRS OFFICE CHAIR MEDIUM BACK ELESTRO ADJUSTABLE EU_TEW_MB TECH 04 (WING)_MB EUROTECH NYLON,"Gas : 100 Stroke cylinder
 
 
 
 
 
  
 
 
 
 
 
  Mechanism : Multi Point Synchro
 
 
 
 
 
  
 
 
 
 
 
  Arms : 2D Adjustable Arms
 
 
 
 
 
  
 
 
 
 
 
  Base : Nylon Base
 
 
 
 
 
  
 
 
 
 
 
  Upholstry : Standard Fabric & Standard Mesh
 
 
 
 
 
  
 
 
 
 
 
  Lumbar : Adjustable",active,CHAIRS,,b0fa98be-9c3f-4074-9ea0-48cbd2e47437,FURNITURE_CHAIRS,,NOS,TECH 04 (WING)_MB,EUROTECH,,"https://s3-dms-prod.flipspaces.app/4545bace-e7a0-4f5a-b927-bed841d0af8a,https://s3-dms-prod.flipspaces.app/a0dc14e9-5d54-4da8-8f39-bed63901e6d4",BLACK,MEDIUM BACK,,,"Workstation Area,Conference Room,Meeting Room,Discussion Room,MD Cabin,HR Cabin,HOD Cabin,Manager Cabin,Director Cabin,Regular Cubicles,Training Room,NOC Room",,"Gas : 100 Stroke cylinder
 
 
 
 
 
  
 
 
 
 
 
  Mechanism : Multi Point Synchro
 
 
 
 
 
  
 
 
 
 
 
  Arms : 2D Adjustable Arms
 
 
 
 
 
  
 
 
 
 
 
  Base : Nylon Base
 
 
 
 
 
  
 
 
 
 
 
  Upholstry : Standard Fabric & Standard Mesh
 
 
 
 
 
  
 
 
 
 
 
  Lumbar : Adjustable",NYLON,,,ADJUSTABLE,,,
OFFICE CHAIR,ELESTRO,EU_QUF_HB,FURNITURE,US,https://s3-dms-prod.flipspaces.app/e5718885-b759-483b-adbe-1438d9feb564,,,94013000,a992f448-1de0-4ad4-a499-38226cd46560,TRUE,P1,OFFICE CHAIR,product,,,P-FUR-CHA-OFF-896078,FURNITURE CHAIRS OFFICE CHAIR HIGH BACK ELESTRO ADJUSTABLE EU_QUF_HB QUEBEC FAUX LEATHER_HB EUROTECH ALUMINIUM,"Gas : 100 Stroke cylinder
 
 
 
 
 
  
 
 
 
 
 
  Mechanism : Multi Point Synchro
 
 
 
 
 
  
 
 
 
 
 
  Arms : 2D Adjustable Arms with PU pads
 
 
 
 
 
  
 
 
 
 
 
  Base : Aluminium Base
 
 
 
 
 
  
 
 
 
 
 
  Upholstry : Faux Leather
 
 
 
 
 
  
 
 
 
 
 
  Lumbar : Adjustable",active,CHAIRS,,b0fa98be-9c3f-4074-9ea0-48cbd2e47437,FURNITURE_CHAIRS,,NOS,QUEBEC FAUX LEATHER_HB,EUROTECH,,"https://s3-dms-prod.flipspaces.app/0e5dc53a-77c4-49e8-996f-352bd64324fc,https://s3-dms-prod.flipspaces.app/1a3f9bb3-6c18-461e-9f77-6d519706907f,https://s3-dms-prod.flipspaces.app/e24225b7-2cd0-4e9e-8863-efb8cc0dec07",BLACK,HIGH BACK,,,"Workstation Area,Conference Room,Meeting Room,Discussion Room,MD Cabin,HR Cabin,HOD Cabin,Manager Cabin,Director Cabin,Regular Cubicles,Training Room,NOC Room",,"Gas : 100 Stroke cylinder
 
 
 
 
 
  
 
 
 
 
 
  Mechanism : Multi Point Synchro
 
 
 
 
 
  
 
 
 
 
 
  Arms : 2D Adjustable Arms with PU pads
 
 
 
 
 
  
 
 
 
 
 
  Base : Aluminium Base
 
 
 
 
 
  
 
 
 
 
 
  Upholstry : Faux Leather
 
 
 
 
 
  
 
 
 
 
 
  Lumbar : Adjustable",ALUMINIUM,,,ADJUSTABLE,,,
